Model,Global_LDDT,Local_LDDT,GDT_TS,RMSD,Local_GDT
T1214TS051_4,80.15,69.53857142857143,91.488,90.85067126755634,57.19444699184955
T1214TS267_4,82.33,69.47035714285714,93.175,91.49765535916487,53.886739614174125
T1214TS456_1,85.88,84.18214285714286,96.702,94.97380546566212,92.10190045976708
T1214TS091_3,93.58,89.58178571428572,99.923,98.55052119437308,98.5531981163437
T1214TS055_2,89.7,50.33428571428572,96.702,92.62389984378332,46.01483493668501
T1214TS393_2,82.84,71.56464285714286,93.098,92.197358908574,62.5461938725219
T1214TS015_2,79.62,62.01214285714285,90.107,84.60921332534903,24.970664337254224
T1214TS059_3,87.33999999999999,88.85035714285713,98.275,96.06827834006998,95.44345379392041
T1214TS039_2,96.76,62.84892857142857,97.891,95.27687449197641,66.44469245377577
T1214TS301_2,82.09,69.58178571428572,92.676,91.25114509067596,53.22753778519708
T1214TS284_4,79.54,68.80571428571429,90.452,90.57505693553846,57.90349822088894
T1214TS262_1,85.85000000000001,86.04,97.086,95.1194921404921,94.76797914234483
T1214TS039_1,96.66,62.464285714285715,97.891,95.27687449197641,66.44469245377577
T1214TS311_2,81.78999999999999,68.91214285714285,93.367,92.03198228859443,58.688088688992075
T1214TS494_3,95.85000000000001,93.77035714285714,99.962,98.43300611638278,98.15312102788042
T1214TS167_5,39.15,28.201428571428572,70.092,73.8994525933658,29.568355341519457
T1214TS294_5,69.83,55.59178571428571,80.215,83.20799020690126,30.087088734166112
T1214TS102_5,82.47,68.34678571428572,93.175,90.78455349501452,47.17889376869134
T1214TS235_3,81.8,69.61392857142857,93.482,92.11925017436556,59.62361632562845
T1214TS015_1,87.72,86.93285714285715,96.856,95.02257993046838,91.36376297805145
T1214TS331_4,80.15,69.53857142857143,91.488,90.85067126755634,57.19444699184955
T1214TS304_4,82.47,70.91928571428572,92.6,91.98815816559744,62.06339997151305
T1214TS241_4,82.47,70.91928571428572,92.6,91.98815816559744,62.06339997151305
T1214TS102_2,82.47,68.34678571428572,93.175,90.78455349501452,47.17889376869134
T1214TS312_3,82.72,69.87500000000001,92.6,91.58799496800653,57.02411576919277
T1214TS139_6,91.03,90.88607142857143,98.505,96.13725196591982,94.66746137780977
T1214TS139_3,75.46000000000001,61.808571428571426,84.202,87.39668329596547,47.0315010411481
T1214TS017_5,81.61,69.83,93.482,92.38657552213829,63.326417064560516
T1214TS040_4,92.35,93.64821428571429,99.655,97.59010613004526,98.35379284381288
T1214TS393_4,82.80999999999999,71.74071428571428,93.328,92.38657552213829,64.59113826631939
T1214TS102_1,82.47,68.34678571428572,93.175,90.78455349501452,47.17889376869134
T1214TS164_1,81.69999999999999,69.0942857142857,92.753,91.14962405087931,51.48244187937831
T1214TS456_4,86.41,86.93392857142858,97.163,95.2836658805992,94.47928779410903
T1214TS386_3,81.81,62.96857142857143,92.255,87.5876459083474,31.92038182428269
T1214TS055_5,79.06,58.955714285714286,90.376,84.52050457166683,28.028540764689456
T1214TS462_1,84.1,69.42285714285715,94.44,91.1032683411173,45.74636527019637
T1214TS331_1,80.31,68.68928571428572,91.756,90.80347083252987,55.53192312180278
T1214TS145_1,93.0,93.07392857142858,98.926,96.52304123622291,96.4404846092866
T1214TS202_1,71.17999999999999,54.39964285714286,76.074,75.44370501981933,24.507114276370917
T1214TS267_3,83.17,72.16821428571428,94.21,92.49724675929637,62.043225182805486
T1214TS079_1,81.85,67.37535714285715,93.098,91.48859292681855,52.83436922808796
T1214TS148_5,82.56,68.98857142857143,93.098,91.0194967553716,50.02732324021944
